#,Hotel Name,Address/City,Website,Estimated Size (Rooms),Owner or GM Name,LinkedIn or Contact URL,Fit Score (1-5),Tier,Trigger Signal,Why Now
11,Queen Anne Hotel,"1590 Sutter St, San Francisco, CA 94109",queenanne.com,48 rooms,GM – owner-operated independent boutique,queenanne.com/contact | (415) 441-2828,5,Tier 1,Built 1890 Victorian; pre-earthquake historic structure; independent boutique; no chain affiliation,122-year-old Victorian building; independent operator faces insurer pressure to modernize aging electrical panels common in pre-1900 SF structures
12,San Remo Hotel,"2237 Mason St, San Francisco (North Beach), CA 94133",sanremohotel.com,64 rooms,Tom Field & Robert Field (Owners since 1971),sanremohotel.com/contact | (415) 776-8688,5,Tier 1,Built 1906; family-owned since 1971; pre-1980 construction; no chain support,Post-1906 family-owned building—same owners for 53 years; prime candidate for aging panel requiring insurance-mandated upgrade with no in-house team to manage it
13,Adante Hotel,"610 Geary St, San Francisco (Tenderloin), CA 94102",adantehotel.com,47 rooms,Independent owner-operator,adantehotel.com | (415) 673-9221,4,Tier 1,Pre-1940 building; Tenderloin district; independently owned; highest insurer scrutiny zone in SF,Pre-1940 Tenderloin independent hotel in SF's highest-scrutiny insurance zone; no corporate electrical team; strong conversion candidate for panel upgrade services
14,Casa Madrona Hotel & Spa,"801 Bridgeway, Sausalito, Marin County, CA 94965",casamadrona.com,36 rooms,Passport Resorts (independent boutique management group),info@casamadrona.com | (415) 332-0502,4,Tier 1,1880s historic building; National Register of Historic Places; spa with high electrical load; Marin County,Victorian-era National Register building; spa operations create high load on antique electrical infrastructure; insurance pressure elevated for historic coastal Marin properties
15,Chateau Tivoli B&B,"1057 Steiner St, San Francisco (Alamo Square), CA 94115",chateautivoli.com,9 rooms,Independent owner (property actively listed for sale; new ownership expected),chateautivoli.com | (415) 776-5462,4,Tier 1,1892 Victorian; Alamo Square historic district; property for sale; new ownership imminent,1892 Victorian B&B currently for sale—incoming new owner will face immediate insurer pressure to inspect and upgrade aging electrical before refinancing or reopening
16,Concord Plaza Hotel,"45 John Glenn Dr, Concord (East Bay), CA 94520",concordplazahotel.com,110 rooms,Independent management (de-flagged from Crowne Plaza; now self-managed),concordplazahotel.com/contact | (925) 825-7700,4,Tier 1,De-flagged from Crowne Plaza; now fully independent; older East Bay property without chain engineering team,Lost chain flag and engineering support—independent operator now fully responsible for electrical compliance on aging East Bay hotel; immediate panel assessment need
17,Cova Hotel SF,"655 Ellis St, San Francisco (Tenderloin), CA 94109",covahotel.com,72 rooms,Independent operator,covahotel.com/contact | (415) 775-8600,4,Tier 1,Tenderloin district; pre-1960 construction; independent operator; high insurer scrutiny zone,Tenderloin independent hotel in SF's highest-scrutiny insurance zone; older construction with deferred maintenance; electrical panel upgrade a near-certain near-term requirement
18,Hotel Caza Japantown,"1800 Sutter St, San Francisco (Japantown), CA 94115",hotelcazasf.com,47 rooms,Independent boutique operator,hotelcazasf.com/contact | (415) 922-3200,4,Tier 1,Pre-1970 Japantown building; independently operated; heritage neighborhood; no chain engineering,Pre-1970 independently operated Japantown boutique hotel—heritage district property with no chain maintenance team; electrical compliance often missed by small independent operators
19,Huntington Hotel,"1075 California St, San Francisco (Nob Hill), CA 94108",huntingtonhotel.com,136 rooms,Greg Flynn (Flynn Properties) + Highgate Hotels (JV; acquired March 2023),huntingtonhotel.com/contact | (415) 474-5400,4,Tier 1,Acquired from foreclosure 2023; 1922 building; 2026 reopen planned; SF-based new ownership,New owners preparing 1922 building for 2026 reopening—pre-opening panel inspection and upgrades are the optimal entry point for this high-value account
20,Inn Above Tide,"30 El Portal, Sausalito, Marin County, CA 94965",innabovetide.com,29 rooms,Willie McDevitt & Mike McDevitt (Family owners),innabovetide.com | (415) 332-9535,4,Tier 1,Independent family ownership; waterfront location; older building; Marin County marine environment,Family-owned waterfront inn—saltwater corrosion accelerates panel degradation; Marin County insurers increasing scrutiny on waterfront hospitality properties
21,Mill Valley Inn,"165 Throckmorton Ave, Mill Valley, Marin County, CA 94941",millvalleyinn.com,25 rooms,Independent owner-operator,millvalleyinn.com/contact | (415) 389-6608,4,Tier 1,Historic Marin County building; independent boutique; no chain; redwood district,Independent boutique in historic Marin County building; small owner-operator with no corporate electrical team; Marin County insurers increasing scrutiny on aging hospitality properties
22,Stanyan Park Hotel,"750 Stanyan St, San Francisco (Haight-Ashbury), CA 94117",stanyanpark.com,36 rooms,Independent family owner,stanyanpark.com/contact | (415) 751-1000,4,Tier 1,Victorian-era building; Haight-Ashbury historic district; independent family-owned; no chain,Victorian-era independently owned hotel bordering Golden Gate Park—family operation with no chain maintenance team; historic building with aging electrical infrastructure
23,Cartwright Hotel,"524 Sutter St, San Francisco (Union Square), CA 94102",cartwrighthotel.com,114 rooms,Independent operator,cartwrighthotel.com/contact | (415) 421-2865,4,Tier 2,1913 building; independently operated; Union Square historic corridor; no chain engineering team,1913 Union Square building independently operated—110-year-old structure; SF code compliance pressure on aging Union Square hotel stock is increasing
24,Cow Hollow Inn & Suites,"2190 Lombard St, San Francisco (Marina District), CA 94123",cowhollowinnandsuites.com,129 rooms,Independent owner (family-operated),cowhollowinnandsuites.com | (415) 921-5800,4,Tier 2,Lombard Street; family-owned; pre-1970 construction; no chain affiliation,Family-owned Lombard Street property with no chain affiliation—electrical infrastructure on Marina District buildings from pre-1970 commonly needs urgent upgrading
25,Grant Hotel SF,"753 Bush St, San Francisco (Nob Hill), CA 94108",grant-hotel.com,76 rooms,Independent owner-operator,grant-hotel.com/contact | (415) 421-7540,4,Tier 2,Pre-WWII building; Nob Hill border; independent flag; budget-tier with deferred maintenance likely,Budget independent hotel in pre-WWII building—deferred maintenance common at this price point; electrical panel upgrade typically first triggered by insurer review
26,Hotel Abri,"127 Ellis St, San Francisco (Union Square), CA 94102",hotelabrisf.com,58 rooms,Independent operator,hotelabrisf.com/contact | (415) 392-8800,4,Tier 2,Pre-1950 building; Union Square; independently managed boutique; no chain support,Older independently managed Union Square boutique without corporate electrical resources—aging building stock in this SF corridor creates consistent insurer pressure
27,Hotel Diva SF,"440 Geary St, San Francisco (Union Square), CA 94102",hoteldiva.com,116 rooms,Larkspur Hotels & Restaurants (Bay Area independent operator),hoteldiva.com/contact | (415) 885-0200,4,Tier 2,Pre-1970 Union Square building; locally-owned Bay Area Larkspur group; independent management,Larkspur Hotels is a Bay Area independent operator managing a pre-1970 Union Square building without corporate chain engineering resources; panel upgrade likely deferred
28,Hotel Drisco,"2901 Pacific Ave, San Francisco (Pacific Heights), CA 94115",hoteldrisco.com,48 rooms,Independent boutique operator,hoteldrisco.com/contact | (415) 346-2880,4,Tier 2,1903 building; Pacific Heights historic district; independent boutique; no chain support,120-year-old building in Pacific Heights historic district; boutique operation without chain electrical team; code compliance review almost certainly overdue
29,Hotel Griffon,"155 Steuart St, San Francisco (Embarcadero), CA 94105",hotelgriffon.com,62 rooms,"Oxford Hotels & Resorts / Oxford Capital Group (John Rutledge, CEO)",hotelgriffon.com/contact-and-location | (415) 495-2100,4,Tier 2,Pre-1980 building; Oxford Capital acquired 2023; independent operator new to SF portfolio,Recent Oxford Capital acquisition—new management assessing deferred maintenance on older SF buildings; electrical panel inspection is a natural conversation opener
30,Hotel Julian SF,"940 Sutter St, San Francisco (Lower Nob Hill), CA 94109",hoteljuliansf.com,102 rooms,"Oxford Capital Group (John Rutledge, CEO; acquired and rebranded 2023)",hoteljuliansf.com/contact | (415) 885-6800,4,Tier 2,1920s building; rebranded 2023 post-Oxford Capital acquisition; renovation uncovering legacy issues,Post-2023 Oxford Capital renovation of 1920s building—renovation frequently surfaces electrical issues requiring remediation; new management actively evaluating next steps
31,Hotel Metropolis SF,"25 Mason St, San Francisco (Union Square/Tenderloin border), CA 94102",hotelmetropolis.com,105 rooms,Independent operator,hotelmetropolis.com/contact | (415) 775-4600,4,Tier 2,Pre-1940 building; Tenderloin-border location; independent boutique; Union Square corridor,Pre-1940 independently operated Union Square/Tenderloin-border hotel—older infrastructure with no chain maintenance team; SF electrical code compliance pressure
32,Hotel Tropicana SF,"1501 Lombard St, San Francisco (Marina District), CA 94123",hoteltropicana.com,30 rooms,Independent owner-operator,hoteltropicana.com | (415) 567-8999,4,Tier 2,Lombard Street; small independent motel; pre-1970 construction; Marina District,Small pre-1970 Marina District motel independently operated—electrical systems from this era on Lombard Street corridor prime candidates for insurer-mandated upgrades
33,Hotel Zoe Fisherman's Wharf,"425 North Point St, San Francisco (Fisherman's Wharf), CA 94133",hotelzoesf.com,130 rooms,EOS Investors (acquired late 2023),hotelzoesf.com/contact | (415) 561-1100,4,Tier 2,New owner EOS Investors (late 2023 acquisition); older Fisherman's Wharf building; post-acquisition infrastructure review,New EOS ownership of older Fisherman's Wharf property—infrastructure audit underway post-acquisition; ideal moment to engage on panel inspection and upgrade services
34,Inn at the Opera SF,"333 Fulton St, San Francisco (Hayes Valley), CA 94102",innattheopera.com,48 rooms,Independent operator,innattheopera.com/contact | (415) 863-8400,4,Tier 2,Pre-1920 building; Hayes Valley arts district; independent boutique; no chain,Pre-1920 Hayes Valley building near Civic Center—independent operator without corporate maintenance resources; electrical panel aging likely in historic Civic Center-adjacent building
35,Lombard Plaza Motel,"2026 Lombard St, San Francisco (Marina District), CA 94123",lombardplaza.com,28 rooms,Independent owner-operator,lombardplaza.com | (415) 921-2444,4,Tier 2,Independent motel; Lombard Street; pre-1970 construction; no chain or corporate support,Small independent motel in Marina District; no corporate maintenance infrastructure; aging building likely below current SF electrical code; insurer review imminent
36,Motel Capri SF,"2015 Greenwich St, San Francisco (Marina District), CA 94123",motelcapri.com,46 rooms,Independent owner-operator,motelcapri.com | (415) 346-4667,4,Tier 2,Marina District; independent motel; pre-1970 construction; no chain; Lombard Street area,Pre-1970 independently owned Marina District motel without chain maintenance—classic SF motel corridor property prime for insurer-mandated electrical panel upgrade
37,Pacific Motor Inn,"1645 Lombard St, San Francisco (Marina District), CA 94123",pacificmotorinn.com,32 rooms,Independent family-owned,pacificmotorinn.com | (415) 923-1000,4,Tier 2,Lombard Street corridor; family-owned; pre-1970 construction; no chain,Pre-1970 family-owned Lombard Street motel—one of many independently operated corridor properties with deferred electrical maintenance; strong prospect cluster
38,Parker Guest House,"520 Church St, San Francisco (Castro), CA 94114",parkerguesthouse.com,21 rooms,Independent owner-operator,info@parkerguesthouse.com | (415) 621-3222,4,Tier 2,Two pre-1910 Edwardian mansions; converted boutique hotel; Castro district; century-old construction,Two connected pre-1910 Edwardian mansions converted to hotel—century-old construction with boutique budget; panel compliance often overlooked until insurer flags it
39,Wittle Inn,"579 S Murphy Ave, Sunnyvale, CA 94086",wittleinn.com,11 rooms,Independent owner-operator (small family business),info@wittleinn.com | (408) 736-3746,4,Tier 2,Very small independent motel; pre-1970 construction; Sunnyvale; no chain affiliation,11-unit independently owned motel in aging Sunnyvale building—small operators rarely upgrade proactively until insurer mandates it; high conversion potential
40,Comfort Inn Civic Center SF,"550 Van Ness Ave, San Francisco (Civic Center), CA 94102",choicehotels.com/hotel/ca524,138 rooms,Independent Choice Hotels franchisee (property-level ownership),choicehotels.com/hotel/ca524 | (415) 621-6775,3,Tier 2,Pre-1975 building; Civic Center; independently franchised; limited chain engineering support at property,Pre-1975 independently franchised hotel in Civic Center district—SF Civic Center buildings face high insurer scrutiny; electrical panel modernization commonly required
41,Creekside Inn Palo Alto,"3400 El Camino Real, Palo Alto (Peninsula), CA 94306",creekside-inn.com,134 rooms,"Oxford Hotels & Resorts (John Rutledge, CEO; independently managed)",creekside-inn.com/contact | (650) 493-2411,3,Tier 2,1960s-era property; independently managed by Oxford Capital; Peninsula; distributed low-rise bungalow layout,1960s-era garden motel independently managed; distributed low-rise bungalow layout often has multiple aging electrical panel challenges; Oxford Capital evaluating capital needs
42,Enchanté Hotel,"1 Main St, Los Altos, CA 94022",enchantehotel.com,30 rooms,Abby Ahrens (Owner/Developer),enchantehotel.com/story-details | (650) 210-1234,3,Tier 2,Boutique independently developed and owner-operated; Silicon Valley; small team manages property,Independently developed and owner-operated luxury boutique—small team managing high-end property; proactive panel compliance important for luxury brand protection
43,Hawthorn Suites San Jose Airport,"2470 N First St, San Jose, CA 95131",wyndhamhotels.com/hawthorn,89 rooms,Independent Wyndham franchisee (small Bay Area operator),wyndhamhotels.com/contact | (408) 453-5340,3,Tier 2,Pre-1985 San Jose airport corridor; independently franchised; no chain maintenance on-site,Airport corridor independent franchisee owning pre-1985 South Bay property—franchise operators responsible for property electrical compliance; aging building creates insurer pressure
44,Hotel Avante Mountain View,"860 E El Camino Real, Mountain View, CA 94040",hotelavante.com,91 rooms,JdV by Hyatt / local property management (property-level decisions local),hotelavante.com/contact | (650) 940-1000,3,Tier 2,1990s-era Silicon Valley property; JdV soft brand; local management handles electrical compliance,JdV soft brand means property-level electrical decisions rest with local management; aging Silicon Valley hotel with no direct chain engineering team on-site
45,Hotel De Anza,"233 W Santa Clara St, San Jose (South Bay), CA 95113",hoteldeanza.com,100 rooms,Locally managed (IHG soft franchise; all property decisions made at local level),hoteldeanza.com/contact | (408) 286-1000,3,Tier 2,1931 Art Deco landmark; San Jose historic building; 90+ year-old infrastructure; local management,1931 Art Deco landmark downtown San Jose—IHG soft franchise means historic building's electrical needs fall to local management; 90+ year-old infrastructure is a strong trigger
46,Hotel Rex,"562 Sutter St, San Francisco (Union Square), CA 94102",hotelrex.com,94 rooms,Local independent operator (JdV by Hyatt soft brand; local property management),hotelrex.com/contact | (415) 433-4434,3,Tier 2,Pre-1930 building; boutique JdV soft brand; Union Square; property-level decisions local,Pre-1930 Union Square building under JdV soft brand—historic building likely carries aging panel infrastructure; property electrical decisions made at local level
47,Orchard Hotel SF,"665 Bush St, San Francisco (Nob Hill), CA 94108",theorchardhotel.com,104 rooms,Orchard Hotels (independent boutique group; not affiliated with major chains),theorchardhotel.com/contact | (415) 362-8878,3,Tier 2,Pre-1950 building; Nob Hill; independent boutique group; no major chain affiliation,Independent boutique group in pre-1950 Nob Hill building—mid-century construction with aging infrastructure; no chain engineering team; code compliance evaluation underway
48,Palo Alto Inn,"3901 El Camino Real, Palo Alto (Peninsula), CA 94306",thepaloaltoinn.com,55 rooms,Independent owner,thepaloaltoinn.com/contact | (650) 493-6000,3,Tier 2,El Camino Real corridor; independent motel; pre-1980 property; Peninsula; no chain,Pre-1980 independent motel on El Camino Real—Peninsula independent operators commonly defer panel upgrades until insurer or code enforcer mandates action
49,Petite Auberge,"863 Bush St, San Francisco (Nob Hill), CA 94108",petiteaubergesf.com,26 rooms,Local independent operator (JdV by Hyatt soft brand; property decisions made locally),petiteaubergesf.com/contact | (415) 928-6000,3,Tier 2,Pre-1920 building; boutique inn; Nob Hill; local operator holds electrical compliance responsibility,Pre-1920 building; JdV soft brand means property-level electrical decisions fall to local operator without in-house expertise; aging Nob Hill building
50,White Swan Inn,"845 Bush St, San Francisco (Nob Hill), CA 94108",whiteswaninnsf.com,26 rooms,Local independent operator (JdV soft brand; same management cluster as Petite Auberge),whiteswaninnsf.com/contact | (415) 775-1755,3,Tier 2,Pre-1920 building; JdV soft brand; adjacent to Petite Auberge; same local decision-maker,Adjacent pre-1920 building sharing management with Petite Auberge—same local decision-maker for two aging Nob Hill buildings; dual-property opportunity
